
*********************************************************************

   Se leyeron los datos del archivo: ENTRADA.TXT
   Se graba la salida en el archivo: SALIDA.TXT

*********************************************************************

*****************************************************
*CASODEPRUEBAPARAELCAREMCONXENONYQUEMADO*
*****************************************************

Cálculo estático de flujo y K efectivo
BETA =  1.65

 IT  Conv Flujo    Conv Keff      Kefectivo     Sigma       Omega
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00

      COL 81      COL 82      COL 83      COL 84      COL 85      COL 86      COL 87      COL 88   
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00

      COL 89      COL 90      COL 91      COL 92      COL 93      COL 94      COL 95      COL 96   
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00

      COL 97      COL 98      COL 99      COL 100      COL 101      COL 102      COL 103      COL 104   
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00

      COL 105      COL 106      COL 107      COL 108      COL 109      COL 110      COL 111      COL 112   
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00

      COL 113      COL 114      COL 115      COL 116      COL 117      COL 118      COL 119      COL 120   
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00

      COL 121      COL 122      COL 123      COL 124      COL 125      COL 126      COL 127      COL 128   
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00

Flujo-Grupo1     Distribución espacial   T = 0.0000

      COL 1      COL 2      COL 3      COL 4      COL 5      COL 6      COL 7      COL 8   
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  2.2663E+13  2.7920E+13  3.0160E+13  2.8819E+13  3.6257E+13  3.2661E+13  2.7920E+13  3.6492E+13
  3.8244E+13  4.7095E+13  5.0888E+13  4.8594E+13  6.1165E+13  5.5104E+13  4.7095E+13  6.1488E+13
  5.2143E+13  6.4206E+13  6.9385E+13  6.6242E+13  8.3411E+13  7.5133E+13  6.4206E+13  8.3835E+13
  6.3978E+13  7.8777E+13  8.5135E+13  8.1273E+13  1.0235E+14  9.2188E+13  7.8777E+13  1.0286E+14
  7.3289E+13  9.0240E+13  9.7526E+13  9.3098E+13  1.1724E+14  1.0561E+14  9.0240E+13  1.1783E+14
  7.9708E+13  9.8143E+13  1.0607E+14  1.0125E+14  1.2751E+14  1.1486E+14  9.8143E+13  1.2815E+14
  8.2982E+13  1.0217E+14  1.1042E+14  1.0541E+14  1.3275E+14  1.1957E+14  1.0217E+14  1.3341E+14
  8.2982E+13  1.0217E+14  1.1042E+14  1.0541E+14  1.3275E+14  1.1957E+14  1.0217E+14  1.3341E+14
  7.9708E+13  9.8143E+13  1.0607E+14  1.0125E+14  1.2751E+14  1.1486E+14  9.8143E+13  1.2815E+14
  7.3289E+13  9.0240E+13  9.7526E+13  9.3098E+13  1.1724E+14  1.0561E+14  9.0240E+13  1.1783E+14
  6.3978E+13  7.8777E+13  8.5135E+13  8.1273E+13  1.0235E+14  9.2188E+13  7.8777E+13  1.0286E+14
  5.2143E+13  6.4206E+13  6.9385E+13  6.6242E+13  8.3411E+13  7.5133E+13  6.4206E+13  8.3835E+13
  3.8244E+13  4.7095E+13  5.0888E+13  4.8594E+13  6.1165E+13  5.5104E+13  4.7095E+13  6.1488E+13
  2.2663E+13  2.7920E+13  3.0160E+13  2.8819E+13  3.6257E+13  3.2661E+13  2.7920E+13  3.6492E+13
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00

      COL 9      COL 10      COL 11      COL 12      COL 13      COL 14      COL 15      COL 16   
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  4.3067E+13  3.0160E+13  2.2663E+13  3.6492E+13  4.9840E+13  4.3067E+13  2.2663E+13  3.6257E+13
  7.2670E+13  5.0888E+13  3.8244E+13  6.1488E+13  8.3998E+13  7.2670E+13  3.8244E+13  6.1165E+13
  9.9103E+13  6.9385E+13  5.2143E+13  8.3835E+13  1.1450E+14  9.9103E+13  5.2143E+13  8.3411E+13
  1.2160E+14  8.5135E+13  6.3978E+13  1.0286E+14  1.4048E+14  1.2160E+14  6.3978E+13  1.0235E+14
  1.3930E+14  9.7526E+13  7.3289E+13  1.1783E+14  1.6092E+14  1.3930E+14  7.3289E+13  1.1724E+14
  1.5150E+14  1.0607E+14  7.9708E+13  1.2815E+14  1.7501E+14  1.5150E+14  7.9708E+13  1.2751E+14
  1.5772E+14  1.1042E+14  8.2982E+13  1.3341E+14  1.8220E+14  1.5772E+14  8.2982E+13  1.3275E+14
  1.5772E+14  1.1042E+14  8.2982E+13  1.3341E+14  1.8220E+14  1.5772E+14  8.2982E+13  1.3275E+14
  1.5150E+14  1.0607E+14  7.9708E+13  1.2815E+14  1.7501E+14  1.5150E+14  7.9708E+13  1.2751E+14
  1.3930E+14  9.7526E+13  7.3289E+13  1.1783E+14  1.6092E+14  1.3930E+14  7.3289E+13  1.1724E+14
  1.2160E+14  8.5135E+13  6.3978E+13  1.0286E+14  1.4048E+14  1.2160E+14  6.3978E+13  1.0235E+14
  9.9103E+13  6.9385E+13  5.2143E+13  8.3835E+13  1.1450E+14  9.9103E+13  5.2143E+13  8.3411E+13
  7.2670E+13  5.0888E+13  3.8244E+13  6.1488E+13  8.3998E+13  7.2670E+13  3.8244E+13  6.1165E+13
  4.3067E+13  3.0160E+13  2.2663E+13  3.6492E+13  4.9840E+13  4.3067E+13  2.2663E+13  3.6257E+13
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00

      COL 17      COL 18      COL 19      COL 20      COL 21      COL 22      COL 23      COL 24   
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  4.1572E+13  5.5552E+13  3.6257E+13  3.0160E+13  4.9840E+13  4.3654E+13  4.9840E+13  2.7920E+13
  6.9970E+13  9.3684E+13  6.1165E+13  5.0888E+13  8.3998E+13  7.3448E+13  8.3998E+13  4.7095E+13
  9.5379E+13  1.2771E+14  8.3411E+13  6.9385E+13  1.1450E+14  1.0011E+14  1.1450E+14  6.4206E+13
  1.1702E+14  1.5668E+14  1.0235E+14  8.5135E+13  1.4048E+14  1.2281E+14  1.4048E+14  7.8777E+13
  1.3404E+14  1.7948E+14  1.1724E+14  9.7526E+13  1.6092E+14  1.4068E+14  1.6092E+14  9.0240E+13
  1.4578E+14  1.9519E+14  1.2751E+14  1.0607E+14  1.7501E+14  1.5300E+14  1.7501E+14  9.8143E+13
  1.5177E+14  2.0321E+14  1.3275E+14  1.1042E+14  1.8220E+14  1.5928E+14  1.8220E+14  1.0217E+14
  1.5177E+14  2.0321E+14  1.3275E+14  1.1042E+14  1.8220E+14  1.5928E+14  1.8220E+14  1.0217E+14
  1.4578E+14  1.9519E+14  1.2751E+14  1.0607E+14  1.7501E+14  1.5300E+14  1.7501E+14  9.8143E+13
  1.3404E+14  1.7948E+14  1.1724E+14  9.7526E+13  1.6092E+14  1.4068E+14  1.6092E+14  9.0240E+13
  1.1702E+14  1.5668E+14  1.0235E+14  8.5135E+13  1.4048E+14  1.2281E+14  1.4048E+14  7.8777E+13
  9.5379E+13  1.2771E+14  8.3411E+13  6.9385E+13  1.1450E+14  1.0011E+14  1.1450E+14  6.4206E+13
  6.9970E+13  9.3684E+13  6.1165E+13  5.0888E+13  8.3998E+13  7.3448E+13  8.3998E+13  4.7095E+13
  4.1572E+13  5.5552E+13  3.6257E+13  3.0160E+13  4.9840E+13  4.3654E+13  4.9840E+13  2.7920E+13
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00

      COL 25      COL 26      COL 27      COL 28      COL 29      COL 30      COL 31      COL 32   
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  4.3067E+13  4.3654E+13  4.3654E+13  3.6492E+13  3.2661E+13  5.5552E+13  3.7792E+13  4.1572E+13
  7.2670E+13  7.3448E+13  7.3448E+13  6.1488E+13  5.5104E+13  9.3684E+13  6.3433E+13  6.9970E+13
  9.9103E+13  1.0011E+14  1.0011E+14  8.3835E+13  7.5133E+13  1.2771E+14  8.6433E+13  9.5379E+13
  1.2160E+14  1.2281E+14  1.2281E+14  1.0286E+14  9.2188E+13  1.5668E+14  1.0603E+14  1.1702E+14
  1.3930E+14  1.4068E+14  1.4068E+14  1.1783E+14  1.0561E+14  1.7948E+14  1.2146E+14  1.3404E+14
  1.5150E+14  1.5300E+14  1.5300E+14  1.2815E+14  1.1486E+14  1.9519E+14  1.3209E+14  1.4578E+14
  1.5772E+14  1.5928E+14  1.5928E+14  1.3341E+14  1.1957E+14  2.0321E+14  1.3751E+14  1.5177E+14
  1.5772E+14  1.5928E+14  1.5928E+14  1.3341E+14  1.1957E+14  2.0321E+14  1.3751E+14  1.5177E+14
  1.5150E+14  1.5300E+14  1.5300E+14  1.2815E+14  1.1486E+14  1.9519E+14  1.3209E+14  1.4578E+14
  1.3930E+14  1.4068E+14  1.4068E+14  1.1783E+14  1.0561E+14  1.7948E+14  1.2146E+14  1.3404E+14
  1.2160E+14  1.2281E+14  1.2281E+14  1.0286E+14  9.2188E+13  1.5668E+14  1.0603E+14  1.1702E+14
  9.9103E+13  1.0011E+14  1.0011E+14  8.3835E+13  7.5133E+13  1.2771E+14  8.6433E+13  9.5379E+13
  7.2670E+13  7.3448E+13  7.3448E+13  6.1488E+13  5.5104E+13  9.3684E+13  6.3433E+13  6.9970E+13
  4.3067E+13  4.3654E+13  4.3654E+13  3.6492E+13  3.2661E+13  5.5552E+13  3.7792E+13  4.1572E+13
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00

      COL 33      COL 34      COL 35      COL 36      COL 37      COL 38      COL 39      COL 40   
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  2.8819E+13  4.3067E+13  4.3654E+13  4.3654E+13  3.6492E+13  3.0160E+13  4.9840E+13  4.3654E+13
  4.8594E+13  7.2670E+13  7.3448E+13  7.3448E+13  6.1488E+13  5.0888E+13  8.3998E+13  7.3448E+13
  6.6242E+13  9.9103E+13  1.0011E+14  1.0011E+14  8.3835E+13  6.9385E+13  1.1450E+14  1.0011E+14
  8.1273E+13  1.2160E+14  1.2281E+14  1.2281E+14  1.0286E+14  8.5135E+13  1.4048E+14  1.2281E+14
  9.3098E+13  1.3930E+14  1.4068E+14  1.4068E+14  1.1783E+14  9.7526E+13  1.6092E+14  1.4068E+14
  1.0125E+14  1.5150E+14  1.5300E+14  1.5300E+14  1.2815E+14  1.0607E+14  1.7501E+14  1.5300E+14
  1.0541E+14  1.5772E+14  1.5928E+14  1.5928E+14  1.3341E+14  1.1042E+14  1.8220E+14  1.5928E+14
  1.0541E+14  1.5772E+14  1.5928E+14  1.5928E+14  1.3341E+14  1.1042E+14  1.8220E+14  1.5928E+14
  1.0125E+14  1.5150E+14  1.5300E+14  1.5300E+14  1.2815E+14  1.0607E+14  1.7501E+14  1.5300E+14
